city,state,county,street1,street2,zipcode,latitude,longitude,province,footnotes,isvalidated,dpvfootnotes,dpvmatchcode,lasclinkcode,lasclinkindicator,latlongprecision,suitelinkmatch
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,197 E. MISSISSIPPI AVENUE,,80209,39.69943,-104.98197,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,5600 COORS BLVD,,87120,0,0,,,FALSE,,,,,,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",,1440 EAST LINCOLN AVE,,80538,0,0,,,FALSE,,,,,,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",,13415 VOYAGER PARKWAY,,80921,0,0,,,FALSE,,,,,,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",,5617 BARNES ROAD,,80917,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,2880 S. COLORADO BLVD.,,80222,0,0,,,FALSE,,,,,,FALSE
MURRAY,"{""code"": ""UT"", ""name"": ""Utah""}",,6284 S STATE ST,,84107,0,0,,,FALSE,,,,,,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",,15050 WEST 64TH AVENUE,,80007,0,0,,,FALSE,,,,,,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",,98 WADSWORTH BLVD,UNIT 112,80226,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,4700 W. 38TH AVE.,,80212,39.76927,-105.04788,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Santa Fe,3201 ZAFARANO DR.,SUITE # 20,87507,35.62897,-106.00411,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | S - The secondary information (apartment, suite, etc.) does not match that on the national ZIP+4 file. The secondary information, although present on the input address, was not valid in the range found on the national ZIP+4 file | ",TRUE,"AA - City/state/ZIP + street are all valid | CC - Confirmed address by dropping secondary (apartment, suite, etc.) information | ","S - Confirmed By Dropping Secondary; address was DPV confirmed by dropping all or part of the secondary info (apartment, suite, etc.)",,,Zip8,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
OREM,"{""code"": ""UT"", ""name"": ""Utah""}",Utah,1375 S STATE ST,,84097,40.2722,-111.68286,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,4700 W. 38TH AVE.,,80212,39.76927,-105.04788,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,8601 W. CROSS DR.,,80123,39.61499,-105.09245,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
HIGHLANDS RANCH,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,1980 E. COUNTY LINE RD.,,80126,39.56526,-104.9634,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
MONUMENT,"{""code"": ""CO"", ""name"": ""Colorado""}",,1216 W BAPTIST RD,,80132,0,0,,,FALSE,,,,,,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Santa Fe,600 N GUADALUPE,,87501,35.69698,-105.95107,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BREINIGSVILLE,"{""code"": ""PA"", ""name"": ""Pennsylvania""}",,OVERSTOCK TRANSFERS,860 NESTLE WAY STE 250,18031,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,6600 CENTRAL AVENUE,,87121,0,0,,,FALSE,,,,,,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",,4405 CENTENNIAL BLVD,,80919,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,303 WEST 11TH AVE,,80204,39.73395,-104.99181,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,1645 BROADWAY,,80302,39.97195,-105.23763,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,9640 WASHINGTON STREET,,80229,0,0,,,FALSE,,,,,,FALSE
SALT LAKE CITY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,216 S 700 E,,84102,40.76464,-111.87153,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,1730 DUBLIN BLVD.,,80918,38.92624,-104.79627,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
THORNTON,"{""code"": ""CO"", ""name"": ""Colorado""}",Adams,1131 E. 120TH AVE.,,80233,39.91452,-104.97314,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,197 E. MISSISSIPPI AVENUE,,80209,39.69943,-104.98197,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5112 LOMAS BLVD. NE,,87110,35.08731,-106.58833,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
HOLLADAY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,1785 E MURRAY HOLLADAY RD,,84117,40.66723,-111.84091,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Santa Fe,3201 ZAFARANO DR.,SUITE # 20,87507,35.62897,-106.00411,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | S - The secondary information (apartment, suite, etc.) does not match that on the national ZIP+4 file. The secondary information, although present on the input address, was not valid in the range found on the national ZIP+4 file | ",TRUE,"AA - City/state/ZIP + street are all valid | CC - Confirmed address by dropping secondary (apartment, suite, etc.) information | ","S - Confirmed By Dropping Secondary; address was DPV confirmed by dropping all or part of the secondary info (apartment, suite, etc.)",,,Zip8,FALSE
